,0
65, functional testing| end user| Software Development| scrum| business analysis| agile| user acceptance| SQL
66, Site management| Labour| Monitoring| Supervisor| Civil construction| Construction| Construction Supervisor| Inspection| Site Supervisor
67, technical recruitment| us staffing| us recruitment| us recruiter| us it staffing| technical recruiter| it recruiter| recruiter| w2| c2c| talent acquisition| recruitment| staffing| sourcing
68, project planning| project management
69, Assistant Manager Purchase
70, Technical Support
71,ASIC|C|Axi|Sv|Ddr|SOC Verification|Perl|PCIE|TCL|UVM
72, it hiring| IT Recruitment| it staffing
73,Sales Automation|Sales Process|Oracle SQL|Cloud|SAP Sales Cloud|SAP cloud|SQL Server|Groovy|Sales Enablement|Operating Systems
74, PHP| Wordpress| Opencart| Magento| Laravel| CI| Technical Skills| Communication Skills
75, AutoCAD| 3D Modeling| FMEA| Mechanical Engineering| Mechanical Design| SolidWorks
76, SQL| NoSQL| R| Python| Scala| Data Visualization| Machine Learning| Data Science| Data Modeling| Algorithm
77, mvc| javascript| jquery| asp.net| c#| .net| Entity Framework
78, com| c#| development| c| software| testing| mca| it| vb| sql| asp net| coding| application| ui| design| asp.net| .net| vb net| pl| net| asp| applications
79, Outbound| Sales| Project management| Analytical| Sales Lead| Automation tools| Sales process| marketing automation
80,SQL|Hibernate|Multithreading|OOAD|Eclipse|Business process|Outsourcing|Version control|Memory management|Control system
81, java| mongodb| Hibernate| spring| jms
82, social media| photoshop| employer br| ing| photo editing| | ms | fice| web content writing| self motivated
83, Deck Cadet & OS
84, Java EE| Hibernate| Core Java| Software Development| Spring Mvc| Multithreading| OOD| JDBC| Spring Boot| JSF
85, Pumps| Valves| Backend| Fire protection| Business development management| Management| Product sales
86, digital marketing| international sales| international marketing| international business development| business development| Export Marketing
87, Sales Executive| Cold calling| market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy
88, XML| Javascript| PHP| development| functions| developing| Backend| jQuery| Front end| application| Coding| web| Web application| MySQL| developer| mvc| Ajax
89,git|oracle|sed|awk|build|linux|jenkins|hudson|unix|Python
90, secretary| executive assistant| ea
91, Ingenium
92, PHP| Android| SEO| Facebook| Pharma| Email| Architecture| mbbs| Linkedin| Usage
93, communication skills| international voice process
94, ERP| Leasing| Real estate| English| Sales strategy| Estate| Sales Executive| Business Executive| Negotiation skills
95, Cash Management Services| Business Banking| Wealth Management| Sales| Insurance| Fixed Deposits| Working Capital| Operations| Current| Branch Banking
96, business development| business development executive| business development manager| sales business development| field sales| operation team| marketing| bd| bdm| Sales| Field Sales Executive| field sales officer| Sales Executive
97, Data Entry| Computer Operating| Calling| customer care| customer support| customer service| customer service executive| customer support executive| Domestic BPO| call center executive| customer care executive| customer care officer| customer support officer
98, Cold calling| Consultative sales| Sales| MIS| Forecasting
99, Automobile| Warehouse| Problem management| Manager Operations
100, Senior Design Engineer| Engineering Design| SACS
101, front end| python| django| backend| mysql| javascript| D3.Js
102, Machine Learning| Analytics| Data Visualization| SQL| Statistics| Statistical Modeling| R| Solution Design| E| Sales| Proposals| Strategic Planning| Project Management
103, Data Entry| Computer Operating| Calling| customer care| customer support| customer service| customer service executive| customer support executive| Domestic BPO| call center executive| customer care executive| customer care officer| customer support officer
104, com| c#| development| c| software| testing| mca| it| vb| sql| asp net| coding| application| ui| design| asp.net| .net| vb net| pl| net| asp| applications
105, ajax| jquery| developing| google| open source| database| mysql| object oriented programming| programming| applications
106, macros| data analysis| vba| Coding| data mining| process optimization| reporting| Python| SQL
107, T-SQL| Web technologies| data manipulation| MIS| XML| Data structures| System Analyst| JSON| Scripting
108,fitter|iti|mechanical
109, Graphics| Multimedia| Visualization| Infographics| Social Media| Adobe After Effects| Protools| Photoshop| Graphic Designing| English Language
110,IP DRG Coder|medical coding|Inpatient coder|DRG coder|medical coder|IPDRG|IP Coder|IPDG coding
111, Automobile| Digital Content| Content Development| Production| Web Content Writing
112,Blended Process|BPO|Bcom|BBA|telecaller|Customer Service|Genpact|Non Voice Process|Gurgaon|Voice Process|HCL|Cogent|Customer Support|media management|Tech Mahindra|Domestic BPO|Blended|social media|Delhi NCR|communication skills|International BPO|BA
113, Supplier Development| Heat Treatment| Supplier Quality| Production| Metallurgy
114, marketing management| market research| lead generation
115, Outbound| Night shift| Recruitment| iPhone| Email| US shift| Troubleshooting| Technical support| Comp| International BPO
116, ERP| Leasing| Real estate| English| Sales strategy| Estate| Sales Executive| Business Executive| Negotiation skills
117, Front end| Email| PDF| MIN| UI| phone| Strategic HR| Doc| Consultancy| Recruitment
118, Team Management| Project Execution| Program Management| Customer Experience| Data Analytics| Supply Chain| Operations Planning
119, SAP| After sales service| KPI| Service industry| Transition| Customer service| Customer Service Associate| Salesforce
120, PPC| Email| Web analytics| Tools| Link exchange| Link building| SEO| Search engine optimization| Software services| Ideas
121, sales| marketing| freight forwarding
122, marketing| project management| PR| project planning
123, Computer skills| Soft| Beauty| BASIC
124, pulmonology| critical care| internal medicine| Anesthesia| ICU
125, Manual testing| Eclipse| Coding| Scrum| Enterprise applications| Healthcare| JIRA| Android SDK| test driven development| Business Analyst
126, Tourism| target achievement| negotiation skills| revenue management| Tour Packages
127, SEO| Photoshop| HTML| Javascript| Styling| Flash animation| jQuery| XHTML| Browser testing| Web designing
128, NAV calculation| Fund accounting| Automation| Corporate actions| Accounting| Process improvement| Analytical| Reconciliation| Standard operating procedures| Subject Matter Expert
129, Python| Six Sigma| PMP| .NET| HTML| JavaScript| SQL| Oracle| assembly language| Real Time Operating Systems
130, Facility Management| facility services
131, Payroll| product development| Product
132, remediation| Assurance| US GAAP| Accounting| Revenue recognition| GAAP| IFRS| Financial services| Technical support| Auditing
133, Service tax| Litigation| Central excise
134, marketing| bd| voice process| cold calling| lead generation| business development| call center| sales
135, Outbound| Telesales| Night shift| English| process| Technical| Inbound calls| Service| Printers| Business Executive
136, Loans| Direct Sales Associate| Policies| Bfsi| Finance| Sanction| WHO
137, Java| C++| C| Ruby on Rails| Django| Node.js| Algorithm| Data Structure| Python
138, Asp.Net MVC| entity framework| API
139, Health Claims| Communication Skills
140, Commercial Activities| Commercial Sales| Online Sales| Senior Management| Budgeting| Strategy Implementation| Marketing| E - commerce
141, Computer skills| Soft| Beauty| BASIC
142, Gem| Tendering
143, Excel| Financial markets| corporate events| Public speaking| Digital marketing| Powerpoint| Marketing communication| Marketing Executive| Event Executive| Marketing
144, project management| management consulting| business transformation| strategy consulting| change management| sales strategy| top management
145, Medical Representative| Senior Executive
146, Tally ERP| Creditors| Payment followup
147, Articulate Storyline
148, QlikView| Data Visualization| Tableau| MS SQL Server| Business Analysis| Business Intelligence| Data Warehousing| Power Bi| Data Modeling| Alteryx
149, modeling| texturing| photoshop| lighting| inorganic| 3d studio max| animation
150, android sdk| java| software development| framework| android| sdk| core java
151, SQL| Android| jQuery| UML| Coding| Graphics| JSON| Test cases| System testing| SQLite
152, Sales| Business Development| Change Management| Mobile| mobiles| handset| mobile handset| Marketing| Relationship Management| Distribution Management| channel management| dealer management| Retailer
153, Chief Engineer| Hospitality| HVAC| Maintenance| Water Treatment| Energy Conservation| Capital Expenditure
154, Screening| Linkedin| IT Recruitment| hr recruitment| Database| recruiter| Sourcing| Interviewing| Recruitment
155, 4G| 3GPP| 3G| System Architect| LTE| Radio Access Network| PhD| IEEE
156, Software Testing| Manual Testing| QA
157, Commercial vehicle| English| Facebook| MS Office| Senior Sales Executive| Automobile| Local| Negotiation| Relationship| Demo
158, MySQL| Oracle DBA| MS SQL| Recruitment| Tuning| Email| Analytical| CV| SQL DBA| Management
159, C#| Java| Software Development| ASP.Net| .Net| SQL Server
160, electronic trading| structured finance| dcf| equity research| bloomberg| investment banking| business analysis| bonds| valuation| advanced excel| hedge fund| financial modelling| structured products| fixed income
161, Java| Spring Boot| Web Services| Microservices
162, Loans| Direct Sales Associate| Policies| Bfsi| Finance| Sanction| WHO
163, jQuery| HTML;Javascript| angularjs| CSS
164, WCF| XAML| MVVM| ADO.Net| LINQ| ASP.Net MVC| C#| SQL Server| Javascript| MVP| JSON| jquery| ajax| css| html| xml| API
165, Tea| Coffee| Office Assistance| admin| office assistant| computer operator
166, VHDL| Verilog| Debugging| HDL| Timing closure| RF| FPGA| WiMax| WiFi| IPS
167, Help Desk| Customer Service| data analysis| customer relationship| access controls
168, java| tomcat| upgrade| functions| configuration| triggers
169, Communication Skills| Home Loans| Direct Sales| Sales Management| Primary Sales| Marketing
170, business development| e - commerce| sales executive| sales associate| sales officer| sales| field sales| mba fresher| fresher| new product development| channel sales
171, Unix| Version control| Prototype| XML| MySQL| PHP| JSON| MVC| Ajax| CSS3
172, risk assessments| risk management| system developments| audit| Operational Risk| Internal Auditing| accounting
173, Customer Relationship| telecaller| Relationship Management| customer care officer| Telecalling| Cold Calling| telemarketing| customer support officer| Marketing| CRM| MAR| customer care executive
174, Front end| Front Office Executive| Cash flow| Management
175, Illustrator| Corel Draw| Photoshop
176, PHP| Wordpress| Opencart| Magento| Laravel| CI| Technical Skills| Communication Skills
177, spring| spring boot| java
178, Mantis| HTTP| System programming| Embedded Linux| board support package| Media marketing| Union| Usage| Marketing campaigns| Revenue generation
179, Cook| Analytics| French| HTML| Coding| SAN| Natural language processing| E-commerce| Javascript| DOM
180, Real Estate Construction| Project Management| Interpersonal Communication| Communication Skills| Project Manager| Project Coordinator| site coordinator
181, QlikView| Data Visualization| Tableau| MS SQL Server| Business Analysis| Business Intelligence| Data Warehousing| Power Bi| Data Modeling| Alteryx
182, customer service| customer complaints| technical services
183, Cash Handling| Cashier Activities| Day Book| Cashier| Restaurant| CSAT
184, Technical support| Outbound| Troubleshooting| RecruitmentEnglish| Antivirus| Comp| Customer Service Executive| Domestic BPO
185, Selection process| Talent acquisition| Consulting| Conceptualization
186, Warehouse| Raw Material| Execution| SAP| Purchase Order| MRP| Supply Chain| Dispatch Planning
187, requirement gathering| client coordination| senior business analyst| technical consultant| business analysis| wireframing| it project management| project execution| project coordination| project planning
188, Unix| Linux| Solaris| Disaster recovery| Problem management| network services| DBMS| MVS| Technical support| Ajax
189, biotechnology| microbiology| nursing| biomedical| medical coding| medical coder| pharmacy| life sciences
190, Javascript| Application development| Python| Maven| development| css| DOM| software| JSON| nosql| spring| database| Version control| GIT| java| automation| RDBMS| Analytical| developer| api| mongodb
191, QA Executive
192, bca| cold calling| bidding| academic| customer service| documentation| selling| web development| seo| mba
193, Digital marketing
194, Recruitment| Outbound| Technical support| English| Comp| Email| Troubleshooting| Domestic BPO| International BPO| Inbound calls
195, JMS| Rest| Websphere Process Server| JSP Servlets| XML| Java Web Services| JDBC| J2Ee| Sax| SOAP
196, Unix| Automation| Application support| GIT| Tools| HTML| Troubleshooting| Operations| Monitoring| Indexing
197, android| btech| iphone| server| analytical| developing| ios| platforms| objective c| web| xml| design| json| programming| development| c| testing| mobile| xcode| application development| eclipse| application| sdk| applications
198, Marketing Manager| Pharma| Sensors| RTD| Sales| Lead generation| Automobile
199, SSIS| SSRS| Technical Training| Data Management| SQL| software development
200, counselling| couselling| fresher| student counsellor| student counseling
201, Office 365| High Availability| Active Directory| Disaster Recovery| Problem Management| Knowledge Management| Business Applications| Cloud Security| Foreign Language| Continuous Improvement| System Architect
202, apache camel| Administration| Technical Support| redhat| Activemq
203, recruitment| screening| hr| senior management| hr recruiter| recruitment executive| talent acquisition| hiring| head hunting| staffing| HR Consulting| HR Consultant
204, Sales| Sale| Networking Sales| It Solution Sales| Structured Cabling| Passive Networking| Data Center| Cable Tray| cabling| Data Center Rack| data - centre rack| LAN| UTP Cables
205, Staffing| Assistant Manager HR| Apr| Technical recruitment| Manpower budgetingFuel| Building| Sharing| talent
206, call| receptionist| calls| calling| handling| reception| primary
207, Client Management| Program Management| Project Management| Relationship Management| Client Servicing| Communication Management| Marketing Analysis| Account Management| Team Leading| Advertising
208, project planning| project management
209, Mobile Applications| Infographics| Social Media| Graphic Designing
210, data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| caller| tech support| technical support| BPO| inbound| outbound| calling| voice| non voice| customer service| cce| uk| us| voice process
211, BPO| Customer service| Technical support| Outbound| Antivirus| Comp| US shift| Technical| Technical Support Executive| Inbound voice process
212, Computer science| Project tracking| Version control| Project management| Client coordination| MS Office tools| Manager Quality Control| Business Executive| Monitoring| Core banking
213, Team Management| Training Need Analysis| sales training| Retail Sales| MS Office| Product Training| Training| Team Building| Skill Development| Retail Marketing| trainer| Regional Management| Competency Mapping| Training Delivery
214, international bpo| bpo| kpo| web chat| non voice process| e mail| international call center| customer service representative| cse| interpersonal skills| ites| uk shift| customer service| e - commerce| customer care| customer support| bpo fresher
215, Customer service| Healthcare| Customer relationship| Windows| Graphic designing| CAD| Illustrator| Customer satisfaction| Application software
216, Java| JMS| Hibernate| Core Java| JUnit| OFBIZ| Javascript| J2Ee| Spring| JQuery| Web Services
217, PMP| Project management| Application development| Cloud computing| Project finance| Machine learning| data governance| Scrum| JIRA| Monitoring
218, international bpo| customer care| domestic| outbound process| sales process| Domestic BPO| bpo fresher| bpo executive
219, Professor| Data analysis| Research Associate| CVS| Social media| Data collection| Programming| Research| Marketing Associate| Python
220, Analytical| Consulting| Product management| SAS| Analytics| Computer science| Operations research| Econometrics| Field operations| Business analytics
221, JMS| Rest| Websphere Process Server| JSP Servlets| XML| Java Web Services| JDBC| J2Ee| Sax| SOAP
222, Web technologies| PHP| SQL| CSS| MySQL| Wordpress| Javascript| HTML| SEO| Off-page optimization
223, Oracle| Linux| MySQL| Windows| Solaris| Aix| Automation| Python| Information security| HP-UX
224, Drupal| Linux| MySQL| Python| Consulting| Procurement| Monitoring| Front end| Backend| Django
225, biotechnology| microbiology| nursing| biomedical| medical coding| medical coder| pharmacy| life sciences
226, direct tax| financial statements| preparation| income tax return| reporting| analysis| filling| tax audit| chartered accountant
227, Site Engineer
228, User research| Team leading| Front end| Quantitative research| Digital design| Interaction design| Subject matter expertise| Information architecture| Visual Design
229, Cargo| Brc| Costing| MIS| DGFT| Freight| EPCG
230, Mentor| Android| Consulting| Usage| development| software| mobile| it| SIDE| Front end| Web technologies| Coding| web| backend| Open source| programming| Investment
231, BPO| ITES| KPO| Customer Service| LPO| O
232, oracle| sql server| experience| excel| knowledge of excel| programming| dashboards| ms excel| access| db
233, Analytical| Consulting| Product management| SAS| Analytics| Computer science| Operations research| Econometrics| Field operations| Business analytics
234, jquery| git| microsoft sql server| net asp net| software| testing| ado.net| microsoft| tools| sql| unit tests| database| application| web| design| .net| object oriented programming| support| programming
235, c| software| documents| level| testing| tools| tracking| quality| gis| automation| computer science| optimization| quality assurance| linux| design| scrum| handling| agile| publishing
236, Gem| Tendering
237, Market analysis| Public relations| CV| Relationship building| Market intelligence| Prospecting| Budgeting| Sales process| Branding
238, C#| MS Dynamics CRM| Microsoft Dynamics| ms dynamics
239, marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| Sales Manager| sales executive
240, Channel Sales Management
241, VBA| Macros| excel| Rpas| automation anywhere
242, Media Planning| Digital Media
243, C++| C| Multithreading| SoC| SVN| LTE| Data Structure
244, Communication Skills| Import Purchase| Negotiation Skills| Vendor Development| Finished Products
245, accounting| finance| financial reporting| statutory compliance| gst| vat
246,Facilitation|Soft Skills|Coaching|Feedback|Skill Development|General Administration|Performance Management|Technical Training|SeSu Specialty Trainer|Mentoring|Training Delivery
247, Medical Representative| Senior Executive
248, Java| Maven| Multithreading| Linux OS| JUnit| SVN| Jira| SDLC
249, IT services| Automation| data governance| Team Leader| Financial services
250, assistant restaurant manager| restaurant manager
251, Chef| Unix| Linux| TCP| Automation| Python| CMS| Troubleshooting| DNS| Ruby
252, QA| Data management| GDB| Fixed income| Data quality| HTTP| Operations| Python
253, Facility Management
254, asp dot net| .net developer| Dot Net Developer| asp.net| asp . net
255, strategic marketing| marketing| sales head| marketing head| Operations| sales
256, Patient Care| Nursing| People Orientation| Report Generation| Service Quality| Disaster Management| Customer Care| Medical| Process Orientation
257, Copyright| Customer Service Representative| CV| Customer service| Security| Troubleshooting| CCTV
258, Health Claims| Communication Skills
259, CSS| Rest| XML| ASP.Net| .Net| HTML| JSON| MVC| JQuery| Ajax
260, Senior Accountant
261, project management| management consulting| business transformation| strategy consulting| change management| sales strategy| top management
262, filing| tds| service industry| pf| esi| returns| coaching| payroll| invoice| tally
263, Internal Audit| Internal Control| Accounting| Finance| Avp| Process Efficiency| People Management| SOX| Auditing| Controllership
264, assembly language| Six Sigma| PMP| C| JavaScript| .NET| HTML| Oracle| Python| SQL
265, Software Development| Test Planning| Doors| Automation Framework| Integration Testing| Test Management| Automation Testing| Canoe| Agile Development| SIT
266, PPC| Email| Web analytics| Tools| Link exchange| Link building| SEO| Search engine optimization| Software services| Ideas
267, international bpo| team leading| team manager| wipro| attrition management| tl| teleperformance| shrinkage
268, Intern| Linux| Windows| Unix| DNS| C++| Perl| IIS| Redhat| HTTP
269, Mentor| SPI
270, GIT| Linux| Machine Learning| Python
271, Business analysis| Project Coordinator| Project planning| Management| Business Analyst| Conceptualization| Business Executive
272, Design| Project Handling| Artwork| Key Skills| Illustrator| Photoshop| Graphic Designing| Client Interaction| Quality Assurance| Indesign
273, telecaller| bpo voice| Telesales| tse| us shifts| TSO| b2c| b2b| voice process| outbound sales| telemarketing| International BPO
274, voice gateways| operations| CUCM| voip| ip telephony| call manager| telepresence| networking| ipt| Cisco Unified Communications
275, Procurement| Supply chain management| Automation| Copyright| Chain| Purchase| Head Operations| Steel| Business Executive
276, Production Management| production control| production planning| Production Manager| Planning| Production Support| Organizing
277, pulmonology| critical care| internal medicine| Anesthesia| ICU
278, server| multimedia| troubleshooting| graphics| audio| monitoring| javascript| jquery| user interface| css3
279, service engineering| maintenance| breakdown| shutdown| amc| installation| repair| troubleshooting| field service engineer| Preventive Maintenance| breakdown maintenance| Field Engineer| Electrical Engineer
280, Sales Management| Team Management| Road Shows| Client Acquisition| Region| Btl| Events
281, Sales Engineer| Sales Engineering| Industrial Sales| OEM Sales| Rotary| OEM| Seals| Seal| Static
282, Appium| Webdriver| QA Automation| Cucumber| Selenium| IOS| Automation Testing| Java| Android| Python| Core Java
283, BPO| Customer Service| voice process| voice support| Calling| Domestic BPO| customer care| Service Sales| call center| customer support
284, Java| Hibernate| RDBMS| OOPS| Javascript| Struts| J2EE| Webservices| Spring| Data Structure| SDLC
285, dot matrix| printer| printer support| Laserjet| Hardware
286, Selenium| SDLC| SQL| Computer science| Test scripts| TDD| Test scenarios| Test cases| JIRA| Continuous improvement
287, SSIS| SSRS| Technical Training| Data Management| SQL| software development
288, Capital market| Monitoring| Linux| Financial markets| Technical support| Research| Programming| Basic| Management| Compliance
289, Cloud| OpenStack| VMware| System Administration| Red Hat| AWS| Datacenter| Scripting| Azure
290, Real Estate Construction| Project Management| Interpersonal Communication| Communication Skills| Project Manager| Project Coordinator| site coordinator
291, sales strategy| sales management| B2B Sales| corporate sales| institutional sales
292, mvc| javascript| jquery| asp.net| c#| .net| Entity Framework
293, marketing| cables| Power cables| business development| bdm| sales
294, Customer Support| Blended Process| International Voice| Communication Skills| voice based process| Voice Process| technical support| Customer Service| customer care| Telecom
295, Business Analyst| SAS| C++| XML| Consulting| Outsourcing| PHP| Risk analytics| Perl| jQuery
296, Amadeus| Worldspan| Sabre| Galileo| Ticketing| Travel| GDS| Communication Skills| RDM| IATA| fares| International Ticketing| Travel Consultant| ticketing executive| reservation executive
297, .Net| C#| Webservices| VB| WinForms| Javascript| jQuery| Design Patterns| WCF| .Net Architect
298, Innovative| Aggressive
299, B2B| b2c| bd| sales business development| lead generation| business development executive| bdm| market research| Business Development| business development manager| Business Development Management| market research analyst
300, Strategic Sourcing| procurement| supply chain management| Packaging| Vendor Management
301, communication trainer| accent trainer| Accent| voice trainer| Training| Accent Training| voice coach| team leader| leading team| Team Leading| voice accent trainer
302, project support| Banking| Maya| E-commerce| big data
303, Internal Audit| Internal Control| Accounting| Finance| Avp| Process Efficiency| People Management| SOX| Auditing| Controllership
304, Angularjs| CSS| Responsive Web Design| Javascript| Bootstrap| HTML| JSON| JQuery| Web Development| Grunt
305, development| tools| api| solid| configuration| methods| it| maintaining| javascript| salesforce| coding| troubleshooting| soap| deployment
306, MS Office| Data entry
307, accounting| finance| financial reporting| statutory compliance| gst| vat
308, accounting functions| auditing| cma| ca| commerce| ipcc
309, marketing| sale| bd| bdm| Business Development| sales| Sales Executive Activities
310, XML| VB| SQL| DCOM| MS Access| software| Database| xbrl| Crystal report| Ajax| Installshield
311, Hardware Board Design| Mixed Signal| Design Engineering
312, CSS| GIT| Front End| Html5| Subversion| Problem Solving| Javascript| Bootstrap| Version Control| JQuery
313, Front office| Data analysis| Back Office Computer Operator| Software project management| Strategy development| Management systems| Advertising| Executive| Research
314, Angularjs| CSS| Responsive Web Design| Javascript| Bootstrap| HTML| JSON| JQuery| Web Development| Grunt
315, Voice process| qaqc| Writing| Process operations| Verbal
316, MIS| Scheduling| Team building| Management| National Head| Training| UPS| OJT
317, Technical support| Outbound| US shift| process| Spot| employee referral| Inbound calls| Productivity| Bonus
318, Chief Engineer| Hospitality| HVAC| Maintenance| Water Treatment| Energy Conservation| Capital Expenditure
319, Recruitment| HR| Human Resource Management| Personnel| Administration
320, build| configuration management| web technologies| software development| development testing| product development
321, SQL| Python| Analytics| Machine learning| Solution architecture| Analytical| SCALA| Cosmos| Programming| Data warehousing
322, content writing| content editor| Scientific Writing| Journalism| mass communication| public relation
323, academic research| accounting| taxation| ifrs| us gaap| international taxation| cost accounting| company secretary| auditing| company law| corporate law| icwa| cma
324, Javascript| JQuery| Angularjs| Node.Js| MySQL| Ruby Rails| Web Services| Java| TDD| Server Side| Technical Manager
325, Housekeeping| Supervisor| General administration| Personnel administration| General Administrator| Archiving| debit| Cost
326, J2Ee| Core Java| jQuery| ERP| Tomcat| Eclipse| Open source| Selenium| Computer science| OFBIZ
